Date,League,Entry,Type,Investment,Odds,Gain,Result
2022-11-28,NBA,"Kyrie ac. 22,5 pts",Points,10,1.68,6.800000000000001,Red
2022-11-28,NBA,"Magic +14,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-28,NBA,"Wagner ab. 4,5 ast",Assists,10,1.8,8.0,Green
2022-11-28,NBA,"Herb Jones ac. 0,5 3pt",3 Pointers,10,1.47,4.699999999999999,Green
2022-11-28,NBA,Shai 30 pontos,Points,10,1.8,8.0,Green
2022-11-28,NBA,"Pelicans -2,5",Handicap,10,1.6,6.0,Green
2022-11-28,NBA,"Jazz ab. 121,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-28,NBA,"Vucevic ac. 2,5 ast",Assists,10,1.58,5.800000000000001,Red
2022-11-28,NBA,"Clarkson ac. 21,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-28,NBA,"Gordon ac. 16,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-28,NBA,"Murray ac. 5,5 ast",Assists,10,1.71,7.100000000000001,Red
2022-11-28,NBA,"Grenn ac. 4,5 ast",Assists,10,2.35,13.5,Green
2022-11-28,NBA,"Suns x Kings ac. 228,5 pts",Total,10,1.54,5.4,Green
2022-11-28,NBA,"Kings +3,5",Handicap,10,1.57,5.700000000000001,Red
2022-11-28,NBA,"Sabonis ac. 5,5 ast",Assists,10,1.64,6.399999999999999,Green
2022-11-28,NBA,"Walker ac. 16,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-28,NBA,"Davis ac. 12,5 rebotes",Rebounds,10,1.83,8.3,Green
2022-11-28,NBA,"Haliburton ac. 11,5 ast",Assists,10,2.05,10.5,Green
2022-11-29,NBA,"Knicks x Pistons ab. 231,5 pts",Total,10,1.55,5.5,Red
2022-11-29,NBA,"Bagley ac. 5,5 rebotes",Rebounds,10,1.66,6.599999999999998,Green
2022-11-29,NBA,"Brunson ac. 22,5 pts",Points,10,1.76,7.600000000000001,Red
2022-11-29,NBA,Curry 4 3pt,3 Pointers,10,1.52,5.199999999999999,Green
2022-11-29,NBA,"Mavs x GSW ac. 221,5 pts",Total,10,1.54,5.4,Green
2022-11-29,NBA,"Hardaway Jr acb. 9,5 pts",Points,10,1.83,8.3,Red
2022-11-29,NBA,Simons 5 ast,Assists,10,1.62,6.200000000000003,Red
2022-11-29,NBA,"Clippers +6,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-29,NBA,"Clippers x Blazers ac. 205, 5 pts",Total,10,1.52,5.199999999999999,Green
2022-11-29,NBA,Combinada,Pair,1,3.64,2.64,Red
2022-11-30,NBA,"76ers x Cavs ac. 204,5 pts ",Total,10,1.52,5.199999999999999,Red
2022-11-30,NBA,"76ers +5,5",Handicap,10,1.66,6.599999999999998,Red
2022-11-30,NBA,"Milton ac. 16,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-30,NBA,"Collins ab. 1,5 3pt",3 Pointers,10,1.55,5.5,Green
2022-11-30,NBA,"Wagner ab. 3,5 ast",Assists,10,1.64,6.399999999999999,Green
2022-11-30,NBA,"Magic +9,5",Handicap,10,1.55,5.5,Red
2022-11-30,NBA,"Martin ac. 10,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-30,NBA,"White ac. 1,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-30,NBA,"Celtics -6,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-30,NBA,"Robinson ac. 7,5 reb",Rebounds,10,2.0,10.0,Green
2022-11-30,NBA,"Portis ac. 9,5 reb",Rebounds,10,2.05,10.5,Green
2022-11-30,NBA,"Bucks x Knicks ac. 221,5 pts",Total,10,1.5,5.0,Red
2022-11-30,NBA,"Wizards x Nets ac. 223,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-30,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.64,6.399999999999999,Green
2022-11-30,NBA,"Durant ab. 6,5 ast",Assists,10,1.71,7.100000000000001,Green
2022-11-30,NBA,"Jackson Jr ab. 7,5 ast e reb",Ast + Reb,10,1.71,7.100000000000001,Red
2022-11-30,NBA,"Edwards ac. 4,5 ast",Assists,10,1.76,7.600000000000001,Red
2022-11-30,NBA,Grizzlies,ML,10,1.71,7.100000000000001,Red
2022-11-30,NBA,"Spurs x OKC AB. 235,5 Pts",Total,10,1.55,5.5,Green
2022-11-30,NBA,"Spurs +5,5 ",Handicap,10,1.62,6.200000000000003,Red
2022-11-30,NBA,"Dort ac. 1,5 3pt",3 Pointers,10,1.58,5.800000000000001,Green
2022-11-30,NBA,"Raptors ab. 115,5 pts",Total,10,1.55,5.5,Green
2022-11-30,NBA,"Valanciunas ac. 11,5 pts",Points,10,1.83,8.3,Green
2022-11-30,NBA,Raptors,ML,10,1.68,6.800000000000001,Red
2022-11-30,NBA,"Pacers ab. 54,5 pts 1T",Total,10,1.76,7.600000000000001,Green
2022-11-30,NBA,"Clippers ab. 26,5 pts 3qt",Total,10,1.9,9.0,Green
2022-11-30,NBA,"Blazers ac. 53,5 pts 1T",Total,10,1.62,6.200000000000003,Green
2022-11-30,NBA,"Kings x Pacers ac. 55,5 pts 3Qt",Total,10,1.52,5.199999999999999,Green
2022-11-30,NBA,Combinada,Triple,1,4.16,3.16,Red
2022-11-30,NBA,Combinada,Triple,1,5.1,4.1,Red
2022-11-30,NBA,Combinada,Triple,1,5.52,4.52,Red
2022-12-01,NBA,"Mavs -6,5",Handicap,10,1.66,6.599999999999998,Red
2022-12-01,NBA,"Mavs x Pistons ac. 216,5 pts",Total,10,1.57,5.700000000000001,Green
2022-12-01,NBA,"Doncic ac. 2,5 3pt",3 Pointers,10,2.05,10.5,Green
2022-12-01,NBA,"Bagley ac. 6,5 reb",Rebounds,10,2.2,12.0,Green
2022-12-01,NBA,"Stewart ac. 10,5 pts",Points,10,1.83,8.3,Red
2022-12-02,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.57,5.700000000000001,Red
2022-12-02,NBA,"Hornets +6,5",Handicap,10,1.55,5.5,Green
2022-12-02,NBA,"Hawks +6,5",Handicap,10,1.51,5.1,Green
2022-12-02,NBA,"Davis ac. 11,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-12-02,NBA,"Tatum ac. 29,5 pts",Points,10,1.86,8.600000000000001,Red
2022-12-02,NBA,"Garland ac. 8,5 ast",Assists,10,1.76,7.600000000000001,Red
2022-12-02,NBA,"Magic x Cavs ab. 222,5 pts",Total,10,1.51,5.1,Green
2022-12-02,NBA,"Durant ab. 6,5 ast",Assists,10,1.76,7.600000000000001,Green
2022-12-02,NBA,Vassell 20 pts,Points,10,1.64,6.399999999999999,Green
2022-12-02,NBA,"76ers x Grizzlies ab. 223,5 pts",Total,10,1.54,5.4,Red
2022-12-02,NBA,"Konchar ac. 5,5 reb",Rebounds,10,1.76,7.600000000000001,Green
2022-12-02,NBA,"Smith Jr ac. 0,5 ast",Assists,10,1.52,5.199999999999999,Red
2022-12-02,NBA,"Pacers +7,5",Handicap,10,1.52,5.199999999999999,Red
2022-12-02,NBA,"Markkanen ac. 2,5 3pt",3 Pointers,10,1.66,6.599999999999998,Green
2022-12-02,NBA,Curry 4 3pt,3 Pointers,10,1.47,4.699999999999999,Green
2022-12-02,NBA,Combinada,Triple,1,4.16,3.16,Red
2022-12-03,NBA,"Curry ac. 2,5 3pt",3 Pointers,10,1.74,7.399999999999999,Green
2022-12-03,NBA,"Robinson ac. 7,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-12-03,NBA,Mavs,ML,10,1.76,7.600000000000001,Green
2022-12-03,NBA,"Kings x Clippers ab. 222,5 pts",Total,10,1.54,5.4,Red
2022-12-03,NBA,"OKC +7,5",Handicap,10,1.66,6.599999999999998,Green
2022-12-03,NBA,"Raptors -8,5",Handicap,10,1.57,5.700000000000001,Green
2022-12-03,NBA,"Rockets x GSW ac. 229,5 pts",Total,10,1.54,5.4,Red
2022-12-03,NBA,"Jazz -2,5",Handicap,10,1.6,6.0,Red
2022-12-04,NBA,"Nets +5,5",Handicap,10,1.52,5.199999999999999,Red
2022-12-04,NBA,"Bulls +6,5",Handicap,10,1.52,5.199999999999999,Red
2022-12-04,NBA,Cavs,ML,10,1.68,6.800000000000001,Red
2022-12-04,NBA,"Lakers x Wizards ac. 227,5 pts",Total,10,1.54,5.4,Green
2022-12-04,NBA,"Grizzlies -4,5",Handicap,10,1.62,6.200000000000003,Green
2022-12-05,NBA,"Richards ab. 0,5 ast",Assists,10,1.83,8.3,Red
2022-12-05,NBA,Rozier 20 pts,Points,10,1.5,5.0,Green
2022-12-05,NBA,"Clippers -4,5",Handicap,10,1.71,7.100000000000001,Red
2022-12-05,NBA,"Bucks -6,5",Handicap,10,1.52,5.199999999999999,Green
2022-12-05,NBA,"Magic ab. 108,5 pts",Total,10,1.86,8.600000000000001,Green
2022-12-05,NBA,"Giannis ac. 31,5 pts",Points,10,1.86,8.600000000000001,Green
2022-12-05,NBA,Combinada,Triple,1,4.33,3.33,Red
2022-12-05,NBA,Brown 25 pts,Points,10,1.71,7.100000000000001,Red
2022-12-05,NBA,"Celtics +3,5",Handicap,10,1.66,6.599999999999998,Green
2022-12-05,NBA,"Anunoby ac. 1,5 ast",Assists,10,1.68,6.800000000000001,Red
2022-12-05,NBA,"Jalen Williams ac. 9,5 pts",Points,10,1.76,7.600000000000001,Green
2022-12-05,NBA,"Trae ac. 2,5 3pt",3 Pointers,10,2.0,10.0,Red
2022-12-05,NBA,"OKC +8,5",Handicap,10,1.62,6.200000000000003,Green
2022-12-05,NBA,"Heat -2,5",Handicap,10,1.62,6.200000000000003,Red
2022-12-05,NBA,"Grizzlies ab. 107,5 pts",Total,10,1.83,8.3,Green
2022-12-05,NBA,"Tyus Jones ab. 25,5 pts + reb + ast",Pts + Reb + Ast,10,1.83,8.3,Red
2022-12-05,NBA,"Sixers -5,5",Handicap,10,1.57,5.700000000000001,Red
2022-12-05,NBA,"Green ac. 21,5 pts",Points,10,1.86,8.600000000000001,Green
2022-12-05,NBA,"Embiid ac. 3,5 ast",Assists,10,1.74,7.399999999999999,Red
2022-12-06,NBA,"Lakers x Cavs ac. 219,5 pts",Total,10,1.55,5.5,Red
2022-12-06,NBA,"Lakers +8,5",Handicap,10,1.62,6.200000000000003,Red
2022-12-06,NBA,"Schroeder ac. 3,5 ast",Assists,10,1.6,6.0,Red
2022-12-06,NBA,"Pistons ac. 102,5 pts",Total,10,1.5,5.0,Green
2022-12-06,NBA,"Bogdanovic ac. 18,5 pts",Points,10,1.86,8.600000000000001,Green
2022-12-06,NBA,"Strus ab. 2,5 ast",Assists,10,1.64,6.399999999999999,Green
2022-12-06,NBA,"Allen ac. 9,5 reb",Rebounds,10,1.9,9.0,Green
2022-12-06,NBA,Jokic 10 reb,Rebounds,10,1.4,4.0,Red
2022-12-06,NBA,Nuggets   ,ML,10,1.54,5.4,Red
2022-12-06,NBA,"Doncic ac. 2,5 3pt",3 Pointers,10,1.74,7.399999999999999,Green
2022-12-06,NBA,"Pistons x Heat ab. 104,5 pts 1T",Total,10,1.5,5.0,Green
2022-12-06,NBA,Lakers 30 pts,Do Not Score,10,1.55,5.5,Red
2022-12-06,NBA,Combinada,Triple,1,4.83,3.83,Red
