Date,League,Entry,Type,Investment,Odds,Gain,Result
2022-11-09,NBA,"Lebron ac. 7,5 reb",Rebounds,10,1.71,7.100000000000001,Green
2022-11-10,NBA,"Wizards ab. 103,5 pts",Total,10,1.71,7.100000000000001,Red
2022-11-10,NBA,"Bullock ab. 1,5 3pt",3 Pointers,10,1.86,8.600000000000001,Red
2022-11-10,NBA,"Wizards +7,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-10,NBA,"Rozier ab. 1,5 stl + blk",Stl + Blk,10,1.68,6.800000000000001,Green
2022-11-10,NBA,"Hornets +12,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-10,NBA,"Butler ac. 5,5 ast",Assists,10,1.71,7.100000000000001,Green
2022-11-10,NBA,"Capela ac. 9,5 reb",Rebounds,10,1.71,7.100000000000001,Green
2022-11-10,NBA,"Hawks vs 76ers ac. 218,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-10,NBA,"Harris ac. 16,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-10,NBA,Hart 7 rebotes,Rebounds,10,1.55,5.5,Green
2022-11-10,NBA,"Herb Jones ac. 9,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-10,NBA,"Pelicans -4,5",Handicap,10,1.4,4.0,Red
2022-11-11,NBA,"Bridges ac. 15,5 pts",Points,10,1.95,9.5,Red
2022-11-11,NBA,"Magic ab. 106,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-11,NBA,"Magic +9,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-11,NBA,"Jokic ab. 24,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-11,NBA,"Brown ac. 7,5 pts",Points,10,1.8,8.0,Red
2022-11-11,NBA,"Tatum ac. 1,5 3pt",3 Pointers,10,1.58,5.800000000000001,Green
2022-11-11,NBA,"Randle ac. 20,5 pts",Points,10,1.83,8.3,Green
2022-11-11,NBA,"Pistons +11,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-11,NBA,"Pistons ab. 57,5 pts 1T",Total,10,1.47,4.699999999999999,Red
2022-11-11,NBA,"Dort ac. 0,5 stl",Steals,10,1.45,4.5,Red
2022-11-11,NBA,"Boucher ab. 7,5 ast + reb",Ast + Reb,10,1.71,7.100000000000001,Red
2022-11-11,NBA,"Raptors -3,5",Handicap,10,1.71,7.100000000000001,Red
2022-11-11,NBA,"Bucks x Spurs ab. 221,5 pts",Total,10,1.66,6.599999999999998,Green
2022-11-11,NBA,"Sochan ac. 0,5 stl",Steals,10,1.66,6.599999999999998,Red
2022-11-11,NBA,"Lopez ac. 7,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-11-11,NBA,"Bane ab. 31,5 pts + reb + ast",Pts + Reb + Ast,10,1.86,8.600000000000001,Red
2022-11-11,NBA,Warriors,ML,10,1.68,6.800000000000001,Green
2022-11-11,NBA,"Lakers +6,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-12,NBA,"Morris ac. 1,5 3pt",3 Pointers,10,1.66,6.599999999999998,Green
2022-11-12,NBA,"Oneale ac. 3,5 ast",Assists,10,1.58,5.800000000000001,Red
2022-11-12,NBA,Clippers,ML,10,1.8,8.0,Red
2022-11-12,NBA,Jazz ,ML,10,1.57,5.700000000000001,Red
2022-11-12,NBA,"Jazz x Wizards ab. 224,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-12,NBA,"Clarkson ac. 17,5 pts",Points,10,1.83,8.3,Green
2022-11-12,NBA,"Pistons +10,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-12,NBA,"Tatum ac. 32,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-12,NBA,"Grant ac. 1,5 TO",Turnovers,10,1.6,6.0,Green
2022-11-12,NBA,"Pacers +1,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-12,NBA,76ERS,ML,10,1.66,6.599999999999998,Green
2022-11-12,NBA,"Hornets +10,5 ",Handicap,10,1.57,5.700000000000001,Red
2022-11-12,NBA,"Rockets x Pelicans ab. 235,5 pts",Total,10,1.71,7.100000000000001,Green
2022-11-12,NBA,"Mavericks -2,5",Handicap,10,1.64,6.399999999999999,Green
2022-11-13,NBA,"Shai ac. 27,5 pts",Points,10,1.71,7.100000000000001,Green
2022-11-13,NBA,"OKC x Knicks ab. 229,5 pts",Total,10,1.71,7.100000000000001,Red
2022-11-13,NBA,"OKC +7,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-13,NBA,"Grizzlies x Wizards ab. 221,5 pts",Total,10,1.64,6.399999999999999,Green
2022-11-13,NBA,Wolves +1,Handicap,10,1.9,9.0,Green
2022-11-13,NBA,"Jazz x Sixers ac. 214,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-13,NBA,Nuggets ,ML,10,1.8,8.0,Green
2022-11-13,NBA,"Kings +7,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-13,NBA,"Lakers +6,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-14,NBA,"Bamba ac. 1,5 3pt",3 Pointers,10,1.54,5.4,Green
2022-11-14,NBA,"Hornets +1,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-14,NBA,Lamelo 5 reb,Rebounds,10,1.52,5.199999999999999,Red
2022-11-14,NBA,"Pistons +6,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-14,NBA,"Pistons ac. 104,5 pts",Total,10,1.57,5.700000000000001,Green
2022-11-14,NBA,"Anunoby ac. 21,5 pts",Points,10,1.64,6.399999999999999,Red
2022-11-14,NBA,"OKC x Celtics ab. 232,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-14,NBA,Giddey 5 ast,Assists,10,1.57,5.700000000000001,Red
2022-11-14,NBA,Horford 10 pts,Points,10,1.52,5.199999999999999,Green
2022-11-14,NBA,"Suns x Heat ac. 211,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-14,NBA,"Booker ac. 10,5 ast + reb",Ast + Reb,10,1.9,9.0,Green
2022-11-14,NBA,"Butler ac. 5,5 ast",Assists,10,1.66,6.599999999999998,Green
2022-11-14,NBA,Heat  ,ML,10,1.71,7.100000000000001,Green
2022-11-14,NBA,"Hawks +6,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-14,NBA,"Hawks ac. 107,5 pts",Total,10,1.55,5.5,Green
2022-11-14,NBA,"Giannis ab. 6,5 ast",Assists,10,1.8,8.0,Green
2022-11-14,NBA,"Clippers x Rockets ab. 222,5 pts",Total,10,1.66,6.599999999999998,Red
2022-11-14,NBA,"Spurs x GSW ac. 229,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-14,NBA,"OKC ac. 68,5 pts 1T",Total,10,1.83,8.3,Green
2022-11-14,NBA,"Magic ab. 97,5 pts",Total,10,1.76,7.600000000000001,Red
2022-11-14,NBA,"Rockets ab. 52,5 pts 1T",Total,10,1.55,5.5,Green
2022-11-14,NBA,"Jabari Smith ac. 0,5 ast",Assists,10,1.43,4.299999999999999,Green
2022-11-15,NBA,Pelicans,ML,10,1.62,6.200000000000003,Green
2022-11-15,NBA,"Clippers x Mavs ac. 208,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-15,NBA,"Knicks +5,5",Handicap,10,1.71,7.100000000000001,Green
2022-11-15,NBA,Kings,ML,10,1.83,8.3,Green
2022-11-15,NBA,"Spurs +8,5",Handicap,10,1.76,7.600000000000001,Green
2022-11-15,NBA,"Clippers ab. 36,5 pts 1T",Total,10,1.71,7.100000000000001,Green
2022-11-15,NBA,"Knicks x Jazz ab. 112,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-15,NBA,"George ac. 15,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-16,NBA,Combinada,Triple,1,4.26,3.26,Red
2022-11-16,NBA,"Pacers +4,5",Handicap,10,1.55,5.5,Green
2022-11-16,NBA,"PJ Washington AB. 1,5 3PT",3 Pointers,10,1.6,6.0,Red
2022-11-16,NBA,"Hield ac. 18,5 pts",Points,10,1.8,8.0,Green
2022-11-16,NBA,"McDaniels ac. 0,5 blk",Blocks,10,1.66,6.599999999999998,Green
2022-11-16,NBA,"Towns ac. 8,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-11-16,NBA,"Wolves -5,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-16,NBA,"OKC x Wizards ab. 234,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-16,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Shai ac. 27,5 pts",Points,10,1.66,6.599999999999998,Green
2022-11-16,NBA,"Celtics +2,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-16,NBA,Horford 10 pts,Points,10,1.66,6.599999999999998,Red
2022-11-16,NBA,Collins 7 rebotes,Rebounds,10,1.6,6.0,Red
2022-11-16,NBA,"Heat +5,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-16,NBA,"Anunoby ab. 2,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Butler ac. 5,5 ast",Assists,10,1.71,7.100000000000001,Red
2022-11-16,NBA,"Bulls x Pelicans ac. 221,5 pts",Total,10,1.55,5.5,Green
2022-11-16,NBA,"Valanciunas ab. 0,5 3pt",3 Pointers,10,1.45,4.5,Red
2022-11-16,NBA,"Dragic ac. 2,5 ast",Assists,10,1.57,5.700000000000001,Green
2022-11-16,NBA,"Cavs +4,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-16,NBA,"Carter ac. 10,5 pts",Points,10,1.8,8.0,Green
2022-11-16,NBA,"Mitchel ac. 2,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Rockets x Mavs ab. 220,5 pts",Total,10,1.71,7.100000000000001,Green
2022-11-16,NBA,"Finney Smith ac. 12,5 pts",Points,10,1.9,9.0,Red
2022-11-16,NBA,"Green ac. 3,5 ast",Assists,10,1.83,8.3,Green
2022-11-16,NBA,"GSW +1,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-16,NBA,"Knicks +6,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-16,NBA,"Klay ac. 2,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Booker ac. 10,5 ast + reb",Ast + Reb,10,1.71,7.100000000000001,Green
2022-11-17,NBA,"Spurs ac. 100,5 pts",Total,10,1.5,5.0,Green
2022-11-17,NBA,Blazers,ML,10,1.8,8.0,Red
2022-11-17,NBA,"Harris ac. 1,5 3pt",3 Pointers,10,1.55,5.5,Green
2022-11-17,NBA,"Grant ac. 19,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-17,NBA,"Kings -5,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-17,NBA,"Spurs x Kings ac. 231,5 pts",Total,10,1.55,5.5,Green
2022-11-17,NBA,"Sabonis ac. 5,5 ast",Assists,10,1.57,5.700000000000001,Red
2022-11-17,NBA,"Pistons x Clippers ab. 212,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-17,NBA,"Morris ac. 14,5 pts",Points,10,1.83,8.3,Green
2022-11-17,NBA,"Duren ab. 6,5 pts",Points,10,1.74,7.399999999999999,Red
2022-11-17,NBA,"Spurs ab. 57,5 pts 1T",Total,10,1.62,6.200000000000003,Green
2022-11-17,NBA,"Pistons ab. 50,5 pts 1T",Total,10,1.71,7.100000000000001,Green
2022-11-17,NBA,"Clippers x Pistons ab. 97,5 pts 1T",Total,10,1.57,5.700000000000001,Green
2022-11-17,NBA,"Clippers ab. 46,5 pts 1T",Total,10,1.47,4.699999999999999,Green
2022-11-18,NBA,"Heat +9,5",Handicap,10,1.55,5.5,Green
2022-11-18,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.57,5.700000000000001,Red
2022-11-18,NBA,"Wizards ac. 106,5 pts",Total,10,1.55,5.5,Green
2022-11-18,NBA,"Plumlee ab. 0,5 roubos",Steals,10,1.86,8.600000000000001,Red
2022-11-18,NBA,"Garland ac. 2,5 3pt",3 Pointers,10,1.71,7.100000000000001,Green
2022-11-18,NBA,"Hornets x Cavs ab. 225,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-18,NBA,Combinada,Triple,1,3.8,2.8,Red
2022-11-18,NBA,"Antetokounmpo ac. 4,5 ast",Assists,10,1.8,8.0,Red
2022-11-18,NBA,"Lopez ac. 1,5 3pt",3 Pointers,10,1.68,6.800000000000001,Green
2022-11-18,NBA,"Sixers +3,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-18,NBA,"Pacers -3,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-18,NBA,"Rockets ab. 115,5 pts",Total,10,1.86,8.600000000000001,Green
2022-11-18,NBA,"Giddey ab. 1,5 3pt",3 Pointers,10,1.52,5.199999999999999,Green
2022-11-18,NBA,"OKC x Grizzlies ac. 225,5 pts",Total,10,1.57,5.700000000000001,Green
2022-11-18,NBA,"OKC +8,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-18,NBA,"Magic +10,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-18,NBA,"Carter Jr ac. 1,5 3pt",3 Pointers,5,3.0,10.0,Red
2022-11-18,NBA,"Lavine ac. 22,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-18,NBA,"Carter Jr ac. 16,5 pts",Points,10,1.71,7.100000000000001,Green
2022-11-18,NBA,"Pelicans +6,5",Handicap,10,1.55,5.5,Red
2022-11-18,NBA,"White ac. 10,5 pts",Points,10,1.9,9.0,Green
2022-11-18,NBA,"Valanciunas ab. 12,5 ast + reb",Ast + Reb,10,1.83,8.3,Green
2022-11-18,NBA,"Mavs -3,5 1T",Handicap,10,1.57,5.700000000000001,Green
2022-11-18,NBA,"Nuggets x Mavs ac. 212,5 pts",Total,10,1.64,6.399999999999999,Green
2022-11-18,NBA,"Mavs -7,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-18,NBA,Suns,ML,10,1.86,8.600000000000001,Red
2022-11-18,NBA,"Knicks +9,50",Handicap,10,1.62,6.200000000000003,Red
2022-11-18,NBA,"Lakers x Pistons ab. 229,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-18,NBA,"Curry ac. 4,5 3pt",3 Pointers,10,2.0,10.0,Green
2022-11-18,NBA,"Wiggins ab. 2,5 ast",Assists,10,1.58,5.800000000000001,Green
2022-11-19,NBA,"Capela ab. 12,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-11-19,NBA,"Anunoby ab. 2,5 3pt",3 Pointers,10,1.66,6.599999999999998,Green
2022-11-19,NBA,"Raptors x Hawks ac. 222,5 pts",Total,10,1.64,6.399999999999999,Green
2022-11-19,NBA,"Suggs ac. 5,5 ast",Assists,10,1.62,6.200000000000003,Green
2022-11-19,NBA,"Magic +8,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-19,NBA,"Embiid ac. 1,5 blk",Blocks,5,2.85,9.25,Red
2022-11-19,NBA,"Wolves x Sixers ab. 115,5 pts 1T",Total,10,1.55,5.5,Green
2022-11-19,NBA,"Jazz +6,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-19,NBA,"Spurs x Clippers ac. 216,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-20,NBA,"Knicks x Suns ac. 223,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-20,NBA,"Hornets x Wizards ab. 226,5 pts",Total,10,1.54,5.4,Green
2022-11-20,NBA,"Wizards -3,5",Handicap,10,1.64,6.399999999999999,Green
2022-11-20,NBA,"Pistons +11,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-20,NBA,"GSW x Rockets ac. 227,5 pts",Total,10,1.64,6.399999999999999,Green
2022-11-20,NBA,"GSW -8,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-20,NBA,"Grizzlies +9,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-20,NBA,"Cavs -6,5",Handicap,10,1.5,5.0,Green
2022-11-20,NBA,"Mavs -7,5",Handicap,10,1.57,5.700000000000001,Red
2022-11-20,NBA,"Lakers -3,5",Handicap,10,1.5,5.0,Green
2022-11-20,NBA,Combinada,Triple,1,4.33,3.33,Red
2022-11-21,NBA,"Hawks x Cavs ab. 223,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-21,NBA,"Garland ac. 2,5 3pt",3 Pointers,10,1.64,6.399999999999999,Red
2022-11-21,NBA,"Collins ab. 19,5 pts + reb",Pts + Reb,10,1.86,8.600000000000001,Green
2022-11-21,NBA,"Pacers -4,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-21,NBA,"Haliburton ac. 10,5 ast",Assists,10,1.74,7.399999999999999,Green
2022-11-21,NBA,"Turner ac. 8,5 reb",Rebounds,10,2.0,10.0,Red
2022-11-21,NBA,"Bulls +8,5",Handicap,10,1.55,5.5,Green
2022-11-21,NBA,"Vucevic ac. 10,5 reb",Rebounds,10,1.74,7.399999999999999,Green
2022-11-21,NBA,"Tatum ac. 7,5 reb",Rebounds,10,1.83,8.3,Green
2022-11-21,NBA,"Valanciunas ab. 0,5 roubos",Steals,10,1.64,6.399999999999999,Green
2022-11-21,NBA,"GSW ab. 115,5 pts",Total,10,1.57,5.700000000000001,Green
2022-11-21,NBA,"Pelicans -7,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-21,NBA,"Heat x Wolves ab. 225,5 pts",Total,10,1.55,5.5,Green
2022-11-21,NBA,"McDaniels ab. 1,5 3pt",3 Pointers,10,1.5,5.0,Red
2022-11-21,NBA,"Barrett ab. 3,5 ast",Assists,10,1.62,6.200000000000003,Green
2022-11-21,NBA,"Giddey ab. 1,5 3pt",3 Pointers,10,1.58,5.800000000000001,Green
2022-11-21,NBA,"Knicks +4,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-21,NBA,"Giannis ac. 11,5 reb",Rebounds,10,1.9,9.0,Red
2022-11-21,NBA,"Simons ac. 23,5 pts",Points,10,1.68,6.800000000000001,Green
2022-11-21,NBA,"Bucks -6,5 ",Handicap,10,1.52,5.199999999999999,Green
2022-11-21,NBA,"Jazz +4,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-21,NBA,"Jazz x Clippers ab. 225,5 pts",Total,10,1.66,6.599999999999998,Red
2022-11-21,NBA,"Clippers ab. 115,5 pts",Total,10,1.55,5.5,Red
2022-11-22,NBA,"  76ers +10,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-22,NBA,"Milton ac. 16,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-22,NBA,"Melton ac. 4,5 ast",Assists,10,1.64,6.399999999999999,Red
2022-11-22,NBA,"Konchar ac 10,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-22,NBA,"Kings x Grizzlies ac. 229,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-22,NBA,"Grizzlies +3,5",Handicap,10,1.57,5.700000000000001,Red
2022-11-22,NBA,"Pistons + 14,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-22,NBA,"Gordon ac. 1,5 TO",Turnovers,10,1.74,7.399999999999999,Red
2022-11-22,NBA,"Ivey ac. 1,5 3pt",3 Pointers,10,2.05,10.5,Red
2022-11-22,NBA,"Suns -6,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-22,NBA,"Craig ac. 9,5 pts",Points,10,1.83,8.3,Red
2022-11-22,NBA,"Davis ac. 11,5 reb",Rebounds,10,1.8,8.0,Green
2022-11-22,NBA,"Kings e Suns vencer + Ab. 225,5",Triple,2,4.5,7.0,Green
2022-11-23,NBA,"Pacers x Wolves ac. 241,5 pts",Total,10,1.6,6.0,Red
2022-11-23,NBA,"Haliburton ac. 11,5 ast",Assists,10,1.86,8.600000000000001,Green
2022-11-23,NBA,"Smith ab. 1,5 3pt",3 Pointers,10,1.57,5.700000000000001,Green
2022-11-23,NBA,"Rozier ac. 4,5 ast",Assists,10,1.74,7.399999999999999,Green
2022-11-23,NBA,"Melton ac. 16,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-23,NBA,"76ers +6,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-23,NBA,"Grant ab. 4,5 reb",Rebounds,10,1.6,6.0,Green
2022-11-23,NBA,"Allen ab. 14,5 pts",Points,10,1.83,8.3,Green
2022-11-23,NBA,"Blazers ac. 99,5 pts",Total,10,1.52,5.199999999999999,Red
2022-11-23,NBA,"Nets x Raptors ac. 217,5 pts",Total,10,1.55,5.5,Red
2022-11-23,NBA,"Nets +5,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-23,NBA,"Brown ac. 2,5 3pt",3 Pointers,10,2.1,11.0,Red
2022-11-23,NBA,"Hardaway Jr ac. 1,5 ast",Assists,10,1.86,8.600000000000001,Green
2022-11-23,NBA,"Celtics -2,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-23,NBA,"Huerter ac. 14,5 pts",Points,10,1.71,7.100000000000001,Red
2022-11-23,NBA,"Collins ab. 7,5 reb",Rebounds,10,1.76,7.600000000000001,Green
2022-11-23,NBA,"Kings x Hawks ab. 245,5 pts",Total,10,1.6,6.0,Green
2022-11-23,NBA,"Heat +3,5",Handicap,10,1.5,5.0,Green
2022-11-23,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.68,6.800000000000001,Green
2022-11-23,NBA,"Adebayo ab. 21,5 pts",Points,10,1.9,9.0,Green
2022-11-23,NBA,"Bucks -4,5 ",Handicap,10,1.57,5.700000000000001,Red
2022-11-23,NBA,"Dosunmu ac. 2,5 reb",Rebounds,10,1.6,6.0,Green
2022-11-23,NBA,"Giannis ac. 4,5 ast",Assists,10,1.57,5.700000000000001,Green
2022-11-23,NBA,"Nuggets +3,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-23,NBA,"Giddey ab. 1,5 3pt",3 Pointers,10,1.45,4.5,Green
2022-11-23,NBA,"Shai ac. 29,5 pts",Points,10,1.9,9.0,Green
2022-11-23,NBA,"Spurs +10,5",Handicap,10,1.52,5.199999999999999,Red
2022-11-23,NBA,"Vassell ac. 19,5 pts",Points,10,1.8,8.0,Green
2022-11-23,NBA,"Valanciunas ac. 11,5 pts",Points,10,1.83,8.3,Green
2022-11-23,NBA,"Markkanen ac. 21,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-23,NBA,"Ivey ab. 1,5 3pt",3 Pointers,10,1.66,6.599999999999998,Green
2022-11-23,NBA,"Bogdanovic ab. 20,5 pts",Points,10,1.9,9.0,Red
2022-11-23,NBA,"Clippers +11,5",Handicap,10,1.66,6.599999999999998,Red
2022-11-23,NBA,"Curry ac. 4,5 3pt",3 Pointers,10,2.0,10.0,Red
2022-11-23,NBA,Green 7 ast,Assists,10,1.6,6.0,Green
2022-11-25,NBA,"Edwards ac. 5,5 reb",Rebounds,10,2.1,11.0,Red
2022-11-25,NBA,"Hornets +9,5",Handicap,10,1.55,5.5,Green
2022-11-25,NBA,"PJ Washington ac. 1,5 3PT",3 Pointers,10,1.57,5.700000000000001,Red
2022-11-25,NBA,"76ers +6,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-25,NBA,"Melton ac. 17,5 pts",Points,10,1.95,9.5,Red
2022-11-25,NBA,"Magic ac. 104,5 pts",Total,10,1.55,5.5,Red
2022-11-25,NBA,"Barrett ab. 3,5 ast",Assists,10,1.62,6.200000000000003,Red
2022-11-25,NBA,"Simons ab. 24,5 pts",Points,10,1.83,8.3,Red
2022-11-25,NBA,"Brunson ac. 20,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-25,NBA,"Haliburton ac. 10,5 ast",Assists,10,1.66,6.599999999999998,Green
2022-11-25,NBA,"Oneale ac. 9,5 pts",Points,10,1.76,7.600000000000001,Red
2022-11-25,NBA,"Kyrie ac. 24,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-25,NBA,"OKC x Bulls ac. 227,5 pts",Total,10,1.55,5.5,Green
2022-11-25,NBA,"Pokusevski ab. 2,5 ast",Assists,10,1.6,6.0,Green
2022-11-25,NBA,"Lavine ac. 2,5 3pt",3 Pointers,10,1.76,7.600000000000001,Green
2022-11-25,NBA,"Mobley ab. 0,5 3pt + Garland pts inf",Pair,10,1.5,5.0,Green
2022-11-25,NBA,"Cavs x Bucks ac. 210,5 pts",Total,10,1.57,5.700000000000001,Green
2022-11-25,NBA,"Lopez ab. 0,5 ast",Assists,10,1.62,6.200000000000003,Red
2022-11-25,NBA,"Rockets ab. 114,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-25,NBA,"Hawks -6,5",Handicap,10,1.66,6.599999999999998,Red
2022-11-25,NBA,Lakers,ML,10,1.66,6.599999999999998,Green
2022-11-25,NBA,"Davis ac. 11,5 reb",Rebounds,10,1.8,8.0,Green
2022-11-25,NBA,"Vassell ac. 21,5 pts",Points,10,1.83,8.3,Red
2022-11-25,NBA,"Pelicans +6,5",Handicap,10,1.5,5.0,Red
2022-11-25,NBA,"Morant ac. 5,5 reb",Rebounds,10,1.66,6.599999999999998,Red
2022-11-25,NBA,"Valanciunas ab. 13,5 pts",Points,10,1.83,8.3,Green
2022-11-25,NBA,"Brogdon ac. 1,5 3pt",3 Pointers,10,2.1,11.0,Green
2022-11-25,NBA,Sabonis 5 ast,Assists,10,1.54,5.4,Green
2022-11-25,NBA,"Kings x Celtics ab. 243,5 pts",Total,10,1.57,5.700000000000001,Green
2022-11-25,NBA,Combinada,Triple,1,6.07,5.07,Red
2022-11-26,NBA,"Mavs ac. 105,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-26,NBA,Mavs,ML,10,1.74,7.399999999999999,Red
2022-11-26,NBA,"Doncic ac. 30,5 pts",Points,10,1.8,8.0,Red
2022-11-26,NBA,"Young ac. 20,5 pts + reb + ast",Pts + Reb + Ast,10,1.9,9.0,Red
2022-11-26,NBA,"Keldon ac. 1,5 TO",Turnovers,10,1.6,6.0,Red
2022-11-26,NBA,"Lakers x Spurs ab. 233,5 pts",Total,10,1.76,7.600000000000001,Red
2022-11-26,NBA,Combinada,Triple,1,6.95,5.95,Red
2022-11-26,NBA,"Walker ac. 16,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-27,NBA,"Heat + 6,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-27,NBA,"Cavs -6,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-27,NBA,Grizzlies,ML,10,1.66,6.599999999999998,Green
2022-11-27,NBA,"76ers +3,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-27,NBA,"Wizards x Celtics ac. 217,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-27,NBA,Bucks x Mavs,Total,10,1.55,5.5,Green
2022-11-27,NBA,Combinada,Triple,1,5.79,4.79,Red
2022-11-28,NBA,Combinada,Triple,1,4.2,3.2,Red
2022-11-28,NBA,"Hawks ab. 114,5 pts",Total,10,1.43,4.299999999999999,Green
2022-11-28,NBA,76ers,ML,10,1.66,6.599999999999998,Green
2022-11-28,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.58,5.800000000000001,Green
2022-11-28,NBA,"Morris ac. 4,5 ast",Assists,10,1.71,7.100000000000001,Green
2022-11-28,NBA,"Wizards +3,5 ",Handicap,10,1.55,5.5,Green
2022-11-28,NBA,"Celtics x Hornets ac. 218,5 pts",Total,10,1.55,5.5,Green
2022-11-28,NBA,"McDaniels ab. 19,5 pts + reb +ast",Pts + Reb + Ast,10,1.86,8.600000000000001,Red
2022-11-28,NBA,"Tatum ac. 30,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-28,NBA,Combinada,Pair,10,1.55,5.5,Red
2022-11-28,NBA,"Anunoby ac. 18,5 pts",Points,10,1.83,8.3,Green
2022-11-28,NBA,"Cavs +7,5",Handicap,10,1.62,6.200000000000003,Red
